"X","Y","ID","type","hr05","hr10","hr15","hr20","hr25","hr30","hr35","hr40","hr45","hr50","hr55","hr60","hr65","hr70","hr75","hr80","hr85","hr90","hr95","NestID","BirdID","NestX","NestY","Year","Distance","Distance.st","area","area.st"
478963,6377672,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,50.0605223235294,-0.645748498019396,2.27314211146862,-0.908406487591736
478919,6377713,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,100.844145574771,-0.195970114930437,2.27314211146862,-0.908406487591736
478919,6377713,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,100.844145574771,-0.195970114930437,2.27314211146862,-0.908406487591736
478935,6377681,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,78.0049123263843,-0.39825173140017,2.27314211146862,-0.908406487591736
478935,6377681,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,78.0049123263843,-0.39825173140017,2.27314211146862,-0.908406487591736
478938,6377843,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,182.997397324434,0.531641551426194,2.27314211146862,-0.908406487591736
478949,6377739,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,89.7112066144892,-0.294571887785652,2.27314211146862,-0.908406487591736
478954,6377709,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,67.4977611801687,-0.491311051528546,2.27314211146862,-0.908406487591736
478957,6377716,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,68.7259279653686,-0.480433472587833,2.27314211146862,-0.908406487591736
478961,6377698,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,56.3661142985855,-0.589901380752313,2.27314211146862,-0.908406487591736
478962,6377684,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,51.5230462537831,-0.632795273998258,2.27314211146862,-0.908406487591736
478962,6377688,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,52.2934734084174,-0.625971785288425,2.27314211146862,-0.908406487591736
478962,6377688,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,52.2934734084174,-0.625971785288425,2.27314211146862,-0.908406487591736
478964,6377725,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,69.2248824330241,-0.476014352420159,2.27314211146862,-0.908406487591736
478964,6377725,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,69.2248824330241,-0.476014352420159,2.27314211146862,-0.908406487591736
478964,6377700,"15-2016",1,0.0328523008972888,0.0689804722544212,0.108758899266808,0.152593165896144,0.200795259805271,0.253053193331348,0.309616556604648,0.371577306445118,0.440401784868118,0.517961917850701,0.606816004228174,0.709491144069558,0.823273044708126,0.946820159193657,1.08768258896693,1.25612472813546,1.46893151296016,1.76416543830778,2.27314211146862,10,15,479013,6377676,2016,54.4732362753794,-0.606666147859423,2.27314211146862,-0.908406487591736
